img,disease_name,disease_index
Ganjur/03420.jpg,Ganjur,0
Ganjur/03421.jpg,Ganjur,0
Ganjur/03422.jpg,Ganjur,0
Ganjur/03423.jpg,Ganjur,0
Ganjur/03424.jpg,Ganjur,0
Ganjur/03425.jpg,Ganjur,0
Ganjur/03426.jpg,Ganjur,0
Ganjur/03427.jpg,Ganjur,0
Ganjur/03428.jpg,Ganjur,0
Ganjur/03429.jpg,Ganjur,0
Ganjur/03430.jpg,Ganjur,0
Ganjur/03431.jpg,Ganjur,0
Ganjur/03432.jpg,Ganjur,0
Ganjur/03433.jpg,Ganjur,0
Ganjur/03434.jpg,Ganjur,0
Ganjur/03435.jpg,Ganjur,0
Ganjur/03436.jpg,Ganjur,0
Ganjur/03437.jpg,Ganjur,0
Ganjur/03438.jpg,Ganjur,0
Ganjur/03439.jpg,Ganjur,0
Ganjur/03440.jpg,Ganjur,0
Ganjur/03441.jpg,Ganjur,0
Ganjur/03442.jpg,Ganjur,0
Ganjur/03443.jpg,Ganjur,0
Ganjur/03444.jpg,Ganjur,0
Ganjur/03445.jpg,Ganjur,0
Ganjur/03446.jpg,Ganjur,0
Ganjur/03447.jpg,Ganjur,0
Ganjur/03448.jpg,Ganjur,0
Ganjur/03449.jpg,Ganjur,0
Ganjur/03450.jpg,Ganjur,0
Ganjur/03451.jpg,Ganjur,0
Ganjur/03452.jpg,Ganjur,0
Ganjur/03453.jpg,Ganjur,0
Ganjur/03454.jpg,Ganjur,0
Ganjur/03455.jpg,Ganjur,0
Ganjur/03456.jpg,Ganjur,0
Ganjur/03457.jpg,Ganjur,0
Ganjur/03458.jpg,Ganjur,0
Ganjur/03459.jpg,Ganjur,0
Ganjur/03460.jpg,Ganjur,0
Ganjur/03461.jpg,Ganjur,0
Ganjur/03462.jpg,Ganjur,0
Ganjur/03463.jpg,Ganjur,0
Ganjur/03464.jpg,Ganjur,0
Ganjur/03465.jpg,Ganjur,0
Ganjur/03466.jpg,Ganjur,0
Ganjur/03467.jpg,Ganjur,0
Ganjur/03468.jpg,Ganjur,0
Ganjur/03469.jpg,Ganjur,0
Ganjur/03470.jpg,Ganjur,0
Ganjur/03471.jpg,Ganjur,0
Ganjur/03472.jpg,Ganjur,0
Ganjur/03473.jpg,Ganjur,0
Ganjur/03474.jpg,Ganjur,0
Ganjur/03475.jpg,Ganjur,0
Ganjur/03476.jpg,Ganjur,0
Ganjur/03477.jpg,Ganjur,0
Ganjur/03478.jpg,Ganjur,0
Ganjur/03479.jpg,Ganjur,0
Ganjur/03480.jpg,Ganjur,0
Ganjur/03481.jpg,Ganjur,0
Ganjur/03482.jpg,Ganjur,0
Ganjur/03483.jpg,Ganjur,0
Ganjur/03484.jpg,Ganjur,0
Ganjur/03485.jpg,Ganjur,0
Ganjur/03486.jpg,Ganjur,0
Ganjur/03487.jpg,Ganjur,0
Ganjur/03488.jpg,Ganjur,0
Ganjur/03489.jpg,Ganjur,0
Ganjur/03490.jpg,Ganjur,0
Ganjur/03491.jpg,Ganjur,0
Ganjur/03492.jpg,Ganjur,0
Ganjur/03493.jpg,Ganjur,0
Ganjur/03494.jpg,Ganjur,0
Ganjur/03495.jpg,Ganjur,0
Ganjur/03496.jpg,Ganjur,0
Ganjur/03497.jpg,Ganjur,0
Ganjur/03498.jpg,Ganjur,0
Ganjur/03499.jpg,Ganjur,0
Ganjur/03500.jpg,Ganjur,0
Ganjur/03501.jpg,Ganjur,0
Ganjur/03502.jpg,Ganjur,0
Ganjur/03503.jpg,Ganjur,0
Ganjur/03504.jpg,Ganjur,0
Ganjur/03505.jpg,Ganjur,0
Ganjur/03506.jpg,Ganjur,0
Ganjur/03507.jpg,Ganjur,0
Ganjur/03508.jpg,Ganjur,0
Ganjur/03509.jpg,Ganjur,0
Ganjur/03510.jpg,Ganjur,0
Ganjur/03511.jpg,Ganjur,0
Ganjur/03512.jpg,Ganjur,0
Ganjur/03513.jpg,Ganjur,0
Ganjur/03514.jpg,Ganjur,0
Ganjur/03515.jpg,Ganjur,0
Ganjur/03516.jpg,Ganjur,0
Ganjur/03517.jpg,Ganjur,0
Ganjur/03518.jpg,Ganjur,0
Ganjur/03519.jpg,Ganjur,0
Ganjur/03520.jpg,Ganjur,0
Ganjur/03521.jpg,Ganjur,0
Ganjur/03522.jpg,Ganjur,0
Ganjur/03523.jpg,Ganjur,0
Ganjur/03524.jpg,Ganjur,0
Ganjur/03525.jpg,Ganjur,0
Ganjur/03526.jpg,Ganjur,0
Ganjur/03527.jpg,Ganjur,0
Ganjur/03528.jpg,Ganjur,0
Ganjur/03529.jpg,Ganjur,0
Ganjur/03530.jpg,Ganjur,0
Ganjur/03531.jpg,Ganjur,0
Ganjur/03532.jpg,Ganjur,0
Ganjur/03533.jpg,Ganjur,0
Ganjur/03534.jpg,Ganjur,0
Ganjur/03535.jpg,Ganjur,0
Ganjur/03536.jpg,Ganjur,0
Ganjur/03537.jpg,Ganjur,0
Ganjur/03538.jpg,Ganjur,0
Ganjur/03539.jpg,Ganjur,0
Ganjur/03540.jpg,Ganjur,0
Ganjur/03541.jpg,Ganjur,0
Ganjur/03542.jpg,Ganjur,0
Ganjur/03543.jpg,Ganjur,0
Ganjur/03544.jpg,Ganjur,0
Ganjur/03545.jpg,Ganjur,0
Ganjur/03546.jpg,Ganjur,0
Ganjur/03547.jpg,Ganjur,0
Ganjur/03548.jpg,Ganjur,0
Ganjur/03549.jpg,Ganjur,0
Ganjur/03550.jpg,Ganjur,0
Ganjur/03551.jpg,Ganjur,0
Ganjur/03552.jpg,Ganjur,0
Ganjur/03553.jpg,Ganjur,0
Ganjur/03554.jpg,Ganjur,0
Ganjur/03555.jpg,Ganjur,0
Ganjur/03556.jpg,Ganjur,0
Ganjur/03557.jpg,Ganjur,0
Ganjur/03558.jpg,Ganjur,0
Ganjur/03559.jpg,Ganjur,0
Ganjur/03560.jpg,Ganjur,0
Ganjur/03561.jpg,Ganjur,0
Ganjur/03562.jpg,Ganjur,0
Ganjur/03563.jpg,Ganjur,0
Ganjur/03564.jpg,Ganjur,0
Ganjur/03565.jpg,Ganjur,0
Ganjur/03566.jpg,Ganjur,0
Ganjur/03567.jpg,Ganjur,0
Ganjur/03568.jpg,Ganjur,0
Ganjur/03569.jpg,Ganjur,0
Ganjur/03570.jpg,Ganjur,0
Ganjur/03571.jpg,Ganjur,0
Ganjur/03572.jpg,Ganjur,0
Ganjur/03573.jpg,Ganjur,0
Ganjur/03574.jpg,Ganjur,0
Ganjur/03575.jpg,Ganjur,0
Ganjur/03576.jpg,Ganjur,0
Ganjur/03577.jpg,Ganjur,0
Ganjur/03578.jpg,Ganjur,0
Ganjur/03579.jpg,Ganjur,0
Ganjur/03580.jpg,Ganjur,0
Ganjur/03581.jpg,Ganjur,0
Ganjur/03582.jpg,Ganjur,0
Ganjur/03583.jpg,Ganjur,0
Ganjur/03584.jpg,Ganjur,0
Ganjur/03585.jpg,Ganjur,0
Ganjur/03586.jpg,Ganjur,0
Ganjur/03587.jpg,Ganjur,0
Ganjur/03588.jpg,Ganjur,0
Ganjur/03589.jpg,Ganjur,0
Ganjur/03590.jpg,Ganjur,0
Ganjur/03591.jpg,Ganjur,0
Ganjur/03592.jpg,Ganjur,0
Ganjur/03593.jpg,Ganjur,0
Ganjur/03594.jpg,Ganjur,0
Ganjur/03595.jpg,Ganjur,0
Ganjur/03596.jpg,Ganjur,0
Ganjur/03597.jpg,Ganjur,0
Ganjur/03598.jpg,Ganjur,0
Ganjur/03599.jpg,Ganjur,0
Ganjur/03600.jpg,Ganjur,0
Ganjur/03601.jpg,Ganjur,0
Ganjur/03602.jpg,Ganjur,0
Ganjur/03603.jpg,Ganjur,0
Ganjur/03604.jpg,Ganjur,0
Ganjur/03605.jpg,Ganjur,0
Ganjur/03606.jpg,Ganjur,0
Ganjur/03607.jpg,Ganjur,0
Ganjur/03608.jpg,Ganjur,0
Ganjur/03609.jpg,Ganjur,0
Ganjur/03610.jpg,Ganjur,0
Ganjur/03611.jpg,Ganjur,0
Ganjur/03612.jpg,Ganjur,0
Ganjur/03613.jpg,Ganjur,0
Ganjur/03614.jpg,Ganjur,0
Ganjur/03615.jpg,Ganjur,0
Ganjur/03616.jpg,Ganjur,0
Ganjur/03617.jpg,Ganjur,0
Ganjur/03618.jpg,Ganjur,0
Ganjur/03619.jpg,Ganjur,0
Ganjur/03620.jpg,Ganjur,0
Ganjur/03621.jpg,Ganjur,0
Ganjur/03622.jpg,Ganjur,0
Ganjur/03623.jpg,Ganjur,0
Ganjur/03624.jpg,Ganjur,0
Ganjur/03625.jpg,Ganjur,0
Ganjur/03626.jpg,Ganjur,0
Ganjur/03627.jpg,Ganjur,0
Ganjur/03628.jpg,Ganjur,0
Ganjur/03629.jpg,Ganjur,0
Ganjur/03630.jpg,Ganjur,0
Ganjur/03631.jpg,Ganjur,0
Ganjur/03632.jpg,Ganjur,0
Ganjur/03633.jpg,Ganjur,0
Ganjur/03634.jpg,Ganjur,0
Ganjur/03635.jpg,Ganjur,0
Ganjur/03636.jpg,Ganjur,0
Ganjur/03637.jpg,Ganjur,0
Ganjur/03638.jpg,Ganjur,0
Ganjur/03639.jpg,Ganjur,0
Ganjur/03640.jpg,Ganjur,0
Ganjur/03641.jpg,Ganjur,0
Ganjur/03642.jpg,Ganjur,0
Ganjur/03643.jpg,Ganjur,0
Ganjur/03644.jpg,Ganjur,0
Ganjur/03645.jpg,Ganjur,0
Ganjur/03646.jpg,Ganjur,0
Ganjur/03647.jpg,Ganjur,0
Ganjur/03648.jpg,Ganjur,0
